Title,Author,Main Genre,Borrowed,BorrowedBy
The Clinical Audit Book,Clare Morell,Medicine & Health Sciences,0,
ROXBURGHS COMMON SKIN DISEASES 19ED (PB 2022),Ayşe Serap Karadag,Medicine & Health Sciences,0,
Essentials of Hospital Management and Administration,D L Ramachandra,Medicine & Health Sciences,0,
Lifestyle Psychiatry: Through the Lens of Behavioral Medicine (Lifestyle Medicine),Gia Merlo,Medicine & Health Sciences,0,
Left Main Coronary Revascularization,Bernardo Cortese,Medicine & Health Sciences,0,
The Innovator's Prescription: A Disruptive Solution for Health Care (BUSINESS BOOKS),Clayton Christensen,Medicine & Health Sciences,0,
The Collected Works of Atul Gawande : The Checklist Manifesto + Better + Being Mortal + Complications,GAWANDE ATUL,Medicine & Health Sciences,0,
Hospital Administration,DC Joshi,Medicine & Health Sciences,0,
Toyota Production System: Beyond Large-Scale Production,Taiichi Ohno,Medicine & Health Sciences,0,
HOW INNOVATION WORKS,Matt Ridley,Medicine & Health Sciences,0,
Dreams of a Healthy India - 9,Ritu Priya,Medicine & Health Sciences,0,
The Power of Women: A Doctor's Journey of Hope and Healing,Denis Mukwege,Medicine & Health Sciences,0,
Self and Others: Selected Works of R D Laing Vol 2,R D Laing,Medicine & Health Sciences,0,
Private and Controversial: When Public Health and Privacy Meet in India,Smriti Parsheera,Medicine & Health Sciences,0,
Mass Transfer Theory And Applications (Pb 2017),NARAYANAN K.V.,Medicine & Health Sciences,0,
Target High 7/e Premium Edition with AddON Booklet FREE - One Nation NORCET Book on Nursing Officer / Staff Nurse Recruitment Exams Coloured Phygital,MUTHUVENKATACHALAM S.,Medicine & Health Sciences,0,
Dr. Cuterus : Everything Nobody Tells You About Your Body,Dr Tanaya Narendra,Medicine & Health Sciences,0,
Saunders Comprehensive Review for the NCLEX-RN (R) Examination (Saunders Comprehensive Review For NCLEX-RN),"CNE Silvestri, Angela E.,0,
"Ross and Wilson Anatomy and Physiology in Health and Illness, International Edition, 14e",0,
Adult Health Nursing-II,Sukhpal Kaur,Medicine & Health Sciences,0,
Medical Surgical Nursing,P.K. Panwar,Medicine & Health Sciences,0,
Pharmacology for Nurses,Padmaja Udaykumar,Medicine & Health Sciences,0,
Adult Health Nursing-I (Medical Surgical Nursing),Sukhpal Kaur,Medicine & Health Sciences,0,
TEXTBOOK OF COMMUNITY HEALTH NURSING II FOR GNM NURSING STUDENTS (PB 2020),GILL K K,Medicine & Health Sciences,0,
"Saunders Comprehensive Review for the NCLEX-RN Examination, 4SAE",Kaushik,0,
Airway Management,Rashid M Khan,Medicine & Health Sciences,0,
Textbook Of Community Health Nursing Ii For Bsc Nursing (Pb 2020),MANIVANNAN S.D,Medicine & Health Sciences,0,
Basics of Thoracic Segmental Spinal Anesthesia,Dr. Naresh Wamanrao Paliwal,Medicine & Health Sciences,0,
Midwifery(Obstetric and Gynecological) Nursing in Hindi for G.N.M. 3rd Year Students (As Per Newly Revised Syllabus of INC),Vinod Gupta & Yogesh Gupta Preeti Agarwal,Medicine & Health Sciences,0,
Adult Health Nursing-I (Medical Surgical Nursing),MJ Kumari,Medicine & Health Sciences,0,
A Guide to Mental Health & Psychiatric Nursing,Sreevani R,Medicine & Health Sciences,0,
"PR Yadav's Competitive Handbook of Nursing Vol 1 & 2 [Combo, Bilingual (Hindi + English)] (Best Nursing Guide Combo in Hindi + English language)",PR Yadav,0,
Textbook of Neonatal Resuscitation (Nrp),Gary M Weiner,Medicine & Health Sciences,0,
Principle and Practice of Nursing Management and Administration: For BSc and MSc Nursing,Jogindra Vati,Medicine & Health Sciences,0,
Applied Psychology for Nurses,R Sreevani,Medicine & Health Sciences,0,
Adult Health Nursing-II (Medical Surgical Nursing),MJ Kumari,Medicine & Health Sciences,0,
TEXTBOOK OF MIDWIFERY AND GYNECOLOGICAL NURSING FOR GNM NURSING STUDENTS,Sandeep Kaur,Medicine & Health Sciences,0,
Essentials of Applied Microbiology for Nurses (Including Infection Control and Safety),Apurba S Sastry,Medicine & Health Sciences,0,
Target High 6th Premium Edition,MUTHUVENKATACHALAM S.,Medicine & Health Sciences,0,
Physiotherapy in General Medical and Surgical Conditions,MEGHA SANDEEP SHETH,Medicine & Health Sciences,0,
"Textbook of Pharmacology, Pathology & Genetics for Nurses-II",Suresh Sharma,0,
Mental Health Nursing Practical Record Book for BSc Nursing and PC BSc Nursing,Sreevani R,Medicine & Health Sciences,0,
Nursing Education: Principles and Concepts,R Sudha,Medicine & Health Sciences,0,
Making Sense of the ICD-11: For Mental Health Professionals (Royal College of Psychiatrists),Peter Tyrer,Medicine & Health Sciences,0,
GNM 3rd Year QB (Hindi Medium) [Set of 2 Books],Editorial Board,Medicine & Health Sciences,0,
﻿Basic Life Support (BLS) Provider Manual,Nedu,Medicine & Health Sciences,0,
Point-of-Care Ultrasound for the Neonatal and Pediatric Intensivist: A Practical Guide on the Use of POCUS,Yogen Singh,Medicine & Health Sciences,0,
"Nursing Research and Statistics, 4e",Sharma,0,
COMPLETE FIRST-AID,DR. RAJESH DIXIT,Medicine & Health Sciences,0,
Textbook of Midwifery & Gynecological Nursing for B.Sc. Nursing Students (As Per INC Syllabus),Preeti Agarwal & Vinod Gupta,Medicine & Health Sciences,0,
"LC Gupta's Manual of First Aid: Management of General Injuries, Sports Injuries and Common Ailments",Jitika Royal,0,
Handbook of C.M.S & E.D.,Dr. Mukesh Nagar,Medicine & Health Sciences,0,
Medical Surgical Nursing (2 Vol Set): Systemic Disease (Vol 1) & Nursing Specialty (Vol 2),Cecy Correia,Medicine & Health Sciences,0,
Target High MSc Entrance ( PB- 2023),Muthuvenkatachalam Srinivasan,Medicine & Health Sciences,0,
"Professionalism, Professional Values and Ethics in Nursing",Suresh K Sharma,0,
Handbook for A.N.M. (ANM) in Hindi (Combind Edition for 1st & 2nd Year),Shama B. Ahmed,Medicine & Health Sciences,0,
Essentials of Pediatric Nursing (As per revised INC Syllabus),Rimple Sharma,Medicine & Health Sciences,0,
MIDWIFERY CASEBOOK: A PRACTICAL RECORD OF MATERNAL AND NEWBORN NURSING FOR GNM STUDENTS WITH I,Annamma Jacob,Medicine & Health Sciences,0,
Intensive Care Medicine MCQs: Multiple Choice Questions with Explanatory Answers,Dr Steve Benington MB ChB MRCP FRCA,Medicine & Health Sciences,0,
Textbook of Community Health Nursing-II,Prof.R.P Saxena,Medicine & Health Sciences,0,
TEXTBOOK OF MIDWIFERY AND OBSTETRICAL NURSING FOR BSC NURSING STUDENTS: AS PER THE SYLLABUS OF INDIAN NURSING COUNCIL BSC,Sandeep Kaur,Medicine & Health Sciences,0,
Mosby's Comprehensive Review of Nursing for the NCLEX-RN® Examination (Mosby's Comprehensive Review of Nursing for NCLEX-RN Examination),Patricia M. Nugent RN  AAS  BS  MS  EdM  EdD,Medicine & Health Sciences,0,
"Medical-Surgical Nursing PMFU, Volume-II, 1e",0,
Developmental Therapy - From Early Diagnosis to Optimum Interventions,MKC Nair,Medicine & Health Sciences,0,
M.Sc. Nursing Second Final Year Subject:- Nursing Management Solved Papers By Experienced Faculties 3e,Experienced Faculties,Medicine & Health Sciences,0,
VIAGRA 100MG FOR MEN / पुरुषों के लिए वियाग्रा 100MG,Barid Ulla,Medicine & Health Sciences,0,
VIAGRA FOR MEN 100MG,Barid Ulla,Medicine & Health Sciences,0,
"The Washington Manual of Critical Care, South Asian Editon",Dalim Kumar Baidya & Hemanshu  [Author]Prabhaka,0,
"Standard Treatment Guidelines - A Manual of Medical Therapeutics, 6/e",GR Sethi Sangeeta Sharma,0,
"Clinical Paediatrics, 5/e",Aruchamy Lakshmanaswamy,0,
(OLD)DAVIDSON'S PRINCIPLES AND PRACTICE OF MEDICINE,Walker,Medicine & Health Sciences,0,
The Washington Manual of Medical Therapeutics South Asian Edition,"Xiaowen Wang Zachary Crees, Cassandra Fritz,0,
First Aid Manual,British Red Cross Society,Medicine & Health Sciences,0,
AWS Certified Developer - Associate Guide,Vipul Tankariya,Medicine & Health Sciences,0,
Textbook Of Color Doppler Imaging,Satish K Bhargava,Medicine & Health Sciences,0,
"Elsevier India The Physiotherapist's Pocketbook: Essential Facts At Your Fingertips, First South Asia Edition",Karen Kenyon MRes  BSc (Hons)  BA (Hons)  MCSP,0,
"Kaplan and Sadock's Synopsis of Psychiatry, 12/e",M.D. [Author] Robert Joseph Boland,0,
Drugs for the Heart: Expert Consult - Online and Print,Lionel H. Opie MD  DPhiL  DSc  FRCP,Medicine & Health Sciences,0,
"M.D.S Examination Questions Paper wise & Tips to attempt Questions : Dr. N.T.R University of Health sciences, KUHS, Tamil Nadu Dr. MGR Medical university.",0,
Child Psychology: The Modern Science,Ross Vasta,Medicine & Health Sciences,0,
"Medical Terminology For Dummies, 3rd Edition",Beverley Henderson,0,
Mosby's Comprehensive Review of Nursing for the NCLEX-RN® Examination (Mosby's Comprehensive Review of Nursing for NCLEX-RN Examination),Patricia M. Nugent RN  AAS  BS  MS  EdM  EdD,Medicine & Health Sciences,0,
DRUG TODAY Vol 1 & 2 along with CIMS Latest Edition and Power your Mind Book - Pack of 2 book [ ENGLISH MEDIUM ],DRUG TODAY,Medicine & Health Sciences,0,
"Medical-Surgical Nursing PMFU, Volume-II, 1e",0,
Schrier's Diseases of the Kidney 9/e,"Bruce A. Molitoris Thomas M. Coffman , Ronald J. Falk ",0,
Boenninghausen's Therapeutics Pocket Book: The Principles & Practicability: 1,ALLEN T.F.,Medicine & Health Sciences,0,
"Kumar & Clark's Cases in Clinical Medicine, 4e",Parveen Kumar,0,
JOHNSON'S MOTHER AND BABY,Tracey Godridge,Medicine & Health Sciences,0,
Wonder World Of Mother Tinchers in Homeopathy With Therapeutics,Dr K D Kanodia,Medicine & Health Sciences,0,
Understanding Anesthesia Equipment SAE,"Anju Gupta Dorsch, Nishkarsh Gupta",0,
The INTERN : Believer's Medical Manual – For Junior Doctors and Interns,Cijo Alex,Medicine & Health Sciences,0,
Laws of Seeing: A History of Developmental Evolution,Wolfgang Metzger,Medicine & Health Sciences,0,
Bedside Clinics In medicine Part II 7th ed 2020,KUNDU A K,Medicine & Health Sciences,0,
Snell's Clinical Neuroanatomy South Asian Edition,Kumar Satish Ravi,Medicine & Health Sciences,0,
"Bailey & Love's Short Practice Of Surgery, 27Th Edition: International Student's Edition (Set Volume 1 & 2)",WILLIAMS NS,0,
Gallery of Medicinal Plants (Dravyaguna Vigyan),Monika Sharma,Medicine & Health Sciences,0,
ROAMS review of all medical subjects VOL-1 18th edition,Dr. VD Agrawal,Medicine & Health Sciences,0,
West’s Respiratory Physiology SAE,Nitin Ashok John,Medicine & Health Sciences,0,
The Washington Manual of Emergency Medicine SAE,Praveen Aggarwal,Medicine & Health Sciences,0,
2024-2025 Saunders Clinical Judgment and Test-Taking Strategies: Passing Nursing School and the NCLEX® Exam (Saunders Strategies for Success for the NCLEX Examination),Linda Anne Silvestri,Medicine & Health Sciences,0,
Modern Medical Laboratory Technology: Methods and Interpretation,Ramnik Sood,Medicine & Health Sciences,0,
Atlas of Complex Orthodontics,Flavio Andres Uribe,Medicine & Health Sciences,0,
LabNotes: Guide to Lab and Diagnostic Tests,Tracey Hopkins,Medicine & Health Sciences,0,
"APLEY & SOLOMON'S SYSTEM OF ORTHOPAEDICS AND TRAUMA (ISE), K27271",BLOM A,0,
Te Linde’s Operative Gynecology South Asian Edition,Sharmila Arun Babu,Medicine & Health Sciences,0,
Piyush 4 in 1 M. Pharm. Pharmaceutics Course Cracker Including Solved Practical for Semester 2nd (As per New PCI Syllabus),Dr. Sanjar Alam,Medicine & Health Sciences,0,
"Sparkson's Illustrated Guide to ECG Interpretation, 2nd Edition",Jorge Muniz,0,
"The Viagra (Sildenafil) Tablet: Treatment for Erectile Dysfunction, Sexual Impotence and Prevention of Phosphodiesterase Enzyme.",Dr Minh A McCray,0,
Handbook of Dermatological Drug Therapy,Uday Khopkar,Medicine & Health Sciences,0,
DRUG TODAY Volume 1 and 2 Latest Edition along with Power your Mind book - Pack of 2 book [ ENGLISH MEDIUM ],DRUG TODAY,Medicine & Health Sciences,0,
Illeterate Childrens : Where UNICEF and Government has failed,Binod Kumar Sinha,Medicine & Health Sciences,0,
2023 Nelson's Pediatric Antimicrobial Therapy,John S. Bradley,Medicine & Health Sciences,0,
DIGITAL HEALTH: Truly Transformational,Rajendra Pratap Gupta,Medicine & Health Sciences,0,
Bailliere's Nurses' Dictionary for Nurses and Health Care Workers: Second South Asia Edition,Annu Kaushik,Medicine & Health Sciences,0,
"QUEUEING THEORY: A LINEAR ALGEBRAIC APPROACH, 2ND EDITION",LIPSKY L.,0,
The Easiest Quantum Physics Book Ever,Aditya Yadav,Medicine & Health Sciences,0,
Basic Epidemiology,R Beaglehole,Medicine & Health Sciences,0,
Health Research Fundamentals: A Companion to NIeCer 101 Course (First Edition),P Manickam,Medicine & Health Sciences,0,
BUSINESS STATISTICS,Rahul Kumar Das,Medicine & Health Sciences,0,
Kashiyile Theertha Pathangal / കാശിയിലെ തീർത്ഥ പഥങ്ങൾ,Perinad Sadanandan Pillai & Jagadeesh Pillai,Medicine & Health Sciences,0,
Do Face Masks Really Work? : An Introduction to the New World Order,Dr. Kamalpreet Singh,Medicine & Health Sciences,0,
"MEDICAL STATISTICS - A TEXTBOOK FOR THE HEALTH SCIENCES, FIFTH EDITION",Stephen J. Walters,0,
Basics in Nursing Research and Biostatistics,Sreevani Rentala,Medicine & Health Sciences,0,
Modern Epidemiology -4E,Timothy L. Lash,Medicine & Health Sciences,0,
"PARK'S TEXTBOOK OF PREVENTIVE & SOCIAL MEDICINE, 26/ED (*)",K Park,0,
Science and the Quiet Art – The Role of Medical Research in Health Care (Paper) (Norton Paperback),D Weatherall,Medicine & Health Sciences,0,
Viddha Karma,Dr. Neha and Dr. Prashant Baghel,Medicine & Health Sciences,0,
Shoonya Bandavalada Naisargika Krushi 2 books,Subhash Palekar,Medicine & Health Sciences,0,
ABC of Research Methodology and Applied Biostatistics,MN Parikh,Medicine & Health Sciences,0,
Gordis Epidemiology -6E,David D Celentano ScD  MHS,Medicine & Health Sciences,0,
Randomised Controlled Trials: A User′s Guide,Alehandro R. Jadad,Medicine & Health Sciences,0,
Master Your Tense : Grammar Workbook,Subhash Shyam Saharsh,Medicine & Health Sciences,0,
Srilakshmi B_exercise Physisology (299),B Srilakshmi,Medicine & Health Sciences,0,
"An Entrance Guide on Research Methodology & Medical Statistics (Specially designed for Ayurveda and other PhD Entrance, Lectureship & also useful for UPSC/PCS/M.O and AIAPGET entrance examninations)",Dr Shraddha Joshi,0,
The Kaggle Book,Konrad Banachewicz,Medicine & Health Sciences,0,
Nursing Research and Statistics,Rajesh Kumar,Medicine & Health Sciences,0,
The Vaccine Crime Report : Must Read Before You Decide to Vaccinate Your Child,Dr. Kamalpreet Singh,Medicine & Health Sciences,0,
"Machine Learning with R: Learn techniques for building and improving machine learning models, from data preparation to model tuning, evaluation,0,
Time Series Analysis and Its Applications: With R Examples (Springer Texts in Statistics),Robert H. Shumway,Medicine & Health Sciences,0,
Ready Reckoner in Community Medicine,Dr. Mangala S.,Medicine & Health Sciences,0,
"Stopping Kidney Disease: A science based treatment plan to use your doctor, drugs, diet and exercise to slow or stop the progression of incurable kidney disease (Stopping Kidney Disease(tm))",0,
The Chimp and the River – How AIDS Emerged from an African Forest,David Quammen,Medicine & Health Sciences,0,
Essentials Of Research Methodology & Dissertation Writing ((Fogsi),Yelikar,Medicine & Health Sciences,0,
An Introduction to Stata for Health Researchers,Morten Frydenberg,Medicine & Health Sciences,0,
AIDS in the Twenty-First Century: Disease and Globalization,T. Barnett,Medicine & Health Sciences,0,
Lady Doctors: The Untold Stories of India's First Women in Medicine,Kavitha Rao,Medicine & Health Sciences,0,
Criminal psychology and the art of evidence manipulation,Ashish Makanadar,Medicine & Health Sciences,0,
From Genotype to Phenotype (Human Molecular Genetics),Sue Malcolm,Medicine & Health Sciences,0,
The Age of Pandemics (18171920) : How They Shaped India and the World,Chinmay Tumbe,Medicine & Health Sciences,0,
Chasing Life,Dr Sanjay Gupta,Medicine & Health Sciences,0,
"Corona, False Alarm?: Facts and Figures",Karina Reiss Ph.D.,0,
"Cancer Epidemiology: Volume 2, Modifiable Factors: 472 (Methods in Molecular Biology)",Mukesh Verma,0,
Morphometric Tools for Landmark Data: Geometry and Biology,Fred L. Bookstein,Medicine & Health Sciences,0,
The Wuhan Cover-Up: And the Terrifying Bioweapons Arms Race (Children’s Health Defense),Robert F. Kennedy Jr.,Medicine & Health Sciences,0,
COMPUTATIONAL GENETICS AND GENOMICS: TOOLS FOR UNDERSTANDING DISEASE,PELTZ G.,Medicine & Health Sciences,0,
Oxford Handbook of Medical Statistics (Oxford Medical Handbooks),Janet L. Peacock,Medicine & Health Sciences,0,
Introduction to Biostatistics (Dover Books on Mathematics),F James Rohlf,Medicine & Health Sciences,0,
Decision Modelling for Health Economic Evaluation (Handbooks in Health Economic Evaluation),Andrew Briggs,Medicine & Health Sciences,0,
Vax-Unvax: Let the Science Speak (Children's Health Defense),Brian Hooker,Medicine & Health Sciences,0,
"Chase, Chance & Creativity – The Lucky Art of Novelty (The MIT Press)",James H Austin,0,
Clinical Trials - A Methodologic Perspective 3e (Wiley Series in Probability and Statistics),S Piantadosi,Medicine & Health Sciences,0,
Medical Research Writing Made Easy - A stepwise guide for research writing,Vinoth Gnana Chellaiyan,Medicine & Health Sciences,0,
"Research Methodology for Health Professionals: Including Proposal, Thesis & Article Writing, Research Funding and Plagiarism",0,
Autism Spectrum Disorder: Bioregenerative Medicine With Stem Cell Therapy,Dr Chan,Medicine & Health Sciences,0,
The Pleasures of Probability (Readings in Mathematics),Richard Isaac,Medicine & Health Sciences,0,
Exam Preparatory Manual for Undergraduates: Pathology,Ramadas Nayak,Medicine & Health Sciences,0,
Saunders Comprehensive Review for the NCLEX-RN (R) Examination (Saunders Comprehensive Review For NCLEX-RN),"CNE Silvestri, Angela E.,0,
"FIRST AID FOR THE USMLE STEP 1 2023, 33E",Tao Le,0,
Pearson Complete Companion for GPAT and other Pharmacy Exams Including NIPER JEE Special Module - For 2024 Examinations,Umang Shah,Medicine & Health Sciences,0,
All india D.Pharm Exit Exam Kit in English According PCI for All Pharmacy student Paperback – 1 January 2022,Experience Faculty,Medicine & Health Sciences,0,
Saunders Q & A Review for the NCLEX-RN® Examination,Linda Anne Silvestri,Medicine & Health Sciences,0,
Solved Question Papers for BAMS First Year - 2E,Sharma,Medicine & Health Sciences,0,
Sure Success Magic (Maximum Advantage Guide for Integrated Course Study),B Ramgopal,Medicine & Health Sciences,0,
The Next Level of Preparation NEET PG Crystal Clear (2016-22),Thameem Saif,Medicine & Health Sciences,0,
Textbook of Neonatal Resuscitation (Nrp),Gary M Weiner,Medicine & Health Sciences,0,
Textbook of Otorhinolaryngology - Head and Neck Surgery: A Competency-Based Approach for Undergraduates,Suresh Pillai,Medicine & Health Sciences,0,
Final Edge: Image-based Questions,Deepak Marwah,Medicine & Health Sciences,0,
Review of Preventive & Social Medicine (Including Biostatistics),VIVEK JAIN,Medicine & Health Sciences,0,
Companion for Final MBBS,Capt Basavaraj AP,Medicine & Health Sciences,0,
NCERT | CLASS 11 | PHYSICS PART- 1 & 2 | 2023,SHRESTH BOOK SHOP,Medicine & Health Sciences,0,
Kaplan & Sadock's Concise Textbook of Clinical Psychiatry,Marcia Verduin,Medicine & Health Sciences,0,
Next Generation NCLEX-RN Prep 2023-2024: Practice Test + Proven Strategies (Kaplan Test Prep),Kaplan Nursing,Medicine & Health Sciences,0,
500 Single Best Answers for the Medical Oncology Specialty Certificate Exam,Ailsa Sita-Lumsden,Medicine & Health Sciences,0,
Usmle Step 3 Lecture Notes 2021-2022,Kaplan Medical,Medicine & Health Sciences,0,
Solved Question Papers for BAMS Second Year,Sharma,Medicine & Health Sciences,0,
FRCR Physics Notes: Medical imaging physics for the First FRCR examination,Sarah Abdulla,Medicine & Health Sciences,0,
Textbook Of Practical Physiology (5Th Edn),G K Pal,Medicine & Health Sciences,0,
Principles & Practice Of Nursing Vol 1 Nursing Arts Procedures,Sr nancy,Medicine & Health Sciences,0,
Self Assessment & Review of FMGE/MCI Screening Examination: (2002 - January 2023),Kamal KV,Medicine & Health Sciences,0,
Campbell-Walsh Urology 12th Edition Review,Alan W. Partin MD  PhD,Medicine & Health Sciences,0,
Text book on Renal Dialysis,B.C. Bhagavan,Medicine & Health Sciences,0,
Pharmacy OSCEs and Competency-based Assessments -1E,Roisin O'Hare,Medicine & Health Sciences,0,
Pharmacy OSCEs: A Revision Guide,Beti Wyn Evans,Medicine & Health Sciences,0,
"Webb, Müller and Naidich's High-Resolution CT of the Lung",Sujal Desai,0,
Quick Revision Booklet For ALL PHARMACIST EXAM with Previous year Questions & Answers,Ravi Chaudhary,Medicine & Health Sciences,0,
SELF ASSESSMENT AND REVIEW OF ENT,Sakshi Arora Hans,Medicine & Health Sciences,0,
Last Minute Revision (LMR) for NBE/DNB/NEET/PGMEE/FMGE,Mathew R. John,Medicine & Health Sciences,0,
PG PLUS,RAMA GOPAL EDARA,Medicine & Health Sciences,0,
COMPANION FOR 2ND MBBS,YATIRAJ SINGI,Medicine & Health Sciences,0,
Intensive Care Medicine MCQs: Multiple Choice Questions with Explanatory Answers,Dr Steve Benington MB ChB MRCP FRCA,Medicine & Health Sciences,0,
Mosby's Comprehensive Review of Nursing for the NCLEX-RN® Examination (Mosby's Comprehensive Review of Nursing for NCLEX-RN Examination),Patricia M. Nugent RN  AAS  BS  MS  EdM  EdD,Medicine & Health Sciences,0,
Aayurved Sangrah Book By Dr. Govind Pareek [paperback] Dr. Govind Pareek…,Dr. Govind Pareek,Medicine & Health Sciences,0,
"Medical-Surgical Nursing PMFU, Volume-II, 1e",0,
Pocket Manual to Case Taking,Ravinder Nath Bansal,Medicine & Health Sciences,0,
Text Book On Operation Theater Technology,B.C. BHAGAVAN,Medicine & Health Sciences,0,
Nursing M.Sc Solved Question Paper First Year 2006-2022 With Explanatory Answers 2022,I CLEMENT,Medicine & Health Sciences,0,
Biochemistry Solved Question Papers,Yatiraj Singi,Medicine & Health Sciences,0,
Exam Booster DMLT Second Year Solved Question Papers For Paramedical Courses,Dr. I Clement,Medicine & Health Sciences,0,
Case-Based Learning of Arterial Blood Gas Analysis : A Step-by-Step Guide,Sumita Agrawal,Medicine & Health Sciences,0,
EXAM PREPARATORY MANUAL OF FORENSIC MEDICINE AND TOXICOLOGY QUESTIONS AND ANSWERS (PB 2021),Biswas G.,Medicine & Health Sciences,0,
Solved Question Paper For First Year General Nursing and Midwifery Course -2022 Edition,D. Elakuvana Bhaskar Raj,Medicine & Health Sciences,0,
MCRAES ORTHOPAEDIC TRAUMA AND EMERGENCY FRACTURE MANAGEMENT WITH ACCESS CODE 4ED (PB 2023),Timothy O White BMedSci  MBChB  FRCSEd (Tr & Orth)  MD,Medicine & Health Sciences,0,
PRIMES PG REVIEW IN MINIMAL EFFORTS VOL 2 CLINICAL SCIENCE 3ED THE SMART AND COMPLETELY DIFFERENT APPROACH TO CRACK NEET NEXT EXAMS (PB 2020),AGRAWAL V.D.,Medicine & Health Sciences,0,
BRENNER & RECTOR'S THE KIDNEY 02 VOL SET,Alan S. L. Yu MD,Medicine & Health Sciences,0,
"First Aid for the USMLE Step 1 2023, Thirty Third Edition + First Aid for the USMLE Step 2 CK, Eleventh Edition ( Set of 2 Books ) Latest Edition",0,
"Why I am an Atheist and Other Works | Letters & Jail Diary of Bhagat Singh on Revolution, Religion & Politics",Bhagat Singh,0,
Anger Management: The Troubled Diplomatic Relationship between India and Pakistan,Ajay Bisaria,Politics,0,
What If There Was No Congress: The Uncensored History of Independent India,PRIYAM GANDHI-MODY,Politics,0,
Bravehearts of Bharat : Vignettes from Indian History,Vikram Sampath,Politics,0,
ULFA: The Mirage of Dawn,Rajeev Bhattacharyya,Politics,0,
"Savarkar: Echoes from a Forgotten Past,",Vikram Sampath,0,
Savarkar: Ek Bhule-Bisre Ateet Ki Goonj,Vikram Sampath,Politics,0,
Art Matters: Because Your Imagination Can Change the World,Neil Gaiman,Politics,0,
RAW : A HISTORY OF INDIA'S COVERT OPERATIONS ( PAPER BACK ),Yatish Yadav,Politics,0,
Caste Pride: Battles for Equality in Hindu India,Manoj Mitta,Politics,0,
Being Muslim in Hindu India: A Critical View,Ziya Us Salam,Politics,0,
Cobalt Red:How the Blood of the Congo Powers Our Lives,Siddharth Kara,Politics,0,
The Hundred-Year Marathon: China's Secret Strategy to Replace America as the Global Superpower,Michael Pillsbury,Politics,0,
The Unending Game : A Former R&AW Chief's Insights into Espionage,Vikram Sood,Politics,0,
Who Rules the World?,Noam Chomsky,Politics,0,
"The Spy and the Traitor: The Greatest Espionage Story of the Cold War MacIntyre, Ben",Ben MacIntyre,0,
On Palestine,Ilan Pappe,Politics,0,
Bose: The Untold Story of an Inconvenien,NA,Politics,0,
The Silent Coup: A History of India's Deep State,Josy Joseph,Politics,0,
CAMOUFLAGED : Forgotten Stories From Battlefields,Probal DasGupta,Politics,0,
The Kargil Story: Tales of Valour and Sacrifice from the Summer of 1999 | Stories of Indian Army heroes,Deepak Surana,Politics,0,
How the World Works,Noam Chomsky,Politics,0,
Nine the Special Forces: Dial 9 for Assistance,Col Awadhesh  Kumar,Politics,0,
"Fugitive of Empire: Rash Behari Bose, Ja",Joseph McQuade,0,
AZADI,Arundhati Roy,Politics,0,
Two Reflections of My Heart,Bharath Raju,Politics,0,
"We, The Citizens: Strengthening the Indian Republic",Khyati Pathak,0,
Ek Tha Doctor Ek Tha Sant (Hindi Edition),Arundhati Roy,Politics,0,
LONG WALK TO FREEDOM,Nelson Mandela,Politics,0,
2024: India in Free Fall,Sanjay Jha,Politics,0,
MODI’S NORTHEAST STORY,Tuhin A. Sinha,Politics,0,
"Doctor and The Saint, The",Arundhati Roy,0,
Snakes in the Ganga,Rajiv Malhotra,Politics,0,
"Che Guevara: the definitive portrait of one of the twentieth century's most fascinating historical figures, by critically-acclaimed New York Times journalist Jon Lee Anderson",Jon Lee Anderson,0,
Team of Teams : New Rules of Engagement for a Complex World,Chris Fussell,Politics,0,
The Blood Telegram_Demy PB: India's Secret War in East Pakistan,Gary J. Bass,Politics,0,
Mossad: The Greatest Missions of the Israeli Secret Service,Michael Bar-Zohar,Politics,0,
My Experiments with Truth: An Autobiography,M.K. Gandhi,Politics,0,
The Mitrokhin Archive II,Christopher Andrew,Politics,0,
JPSC GENERAL STUDIES PRELIMS PAPER1 AND PAPER 2 SOLVED PAPERS WITH 20 PRACTICE SETS (HINDI): Mastering JPSC Exam Patterns by Vijay Kumar (Hindi Edition),Vijay Kumar,Politics,0,
Walking with the Comrades (PB),Arundhati Roy,Politics,0,
"Red Notice : A True Story of Corruption, Murder and how I became Putin’s no. 1 enemy",Bill Browder,0,
Nothing Will be Forgotten,Nehal Ahmed,Politics,0,
"Pedagogy of the Oppressed (Penguin Modern Classics) [Paperback] Freire, Paulo",Paulo Freire,0,
Sniper's Eye (7even Series Book 1),Mainak Dhar,Politics,0,
Pegasus: The Story of the World's Most Dangerous Spyware,Laurent Richard,Politics,0,
The Narrow Corridor [Paperback] Daron Acemoglu and James A. Robinson,Daron Acemoglu,Politics,0,
Turmoil In Punjab: Before and After Blue Star: An Insider's Account,Ramesh Inder Singh,Politics,0,
"Permanent Record [Paperback] Snowden, Edward",Edward Snowden,0,
The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,Politics,0,
Why Bharat Matters,S. Jaishankar,Politics,0,
The India Way: Strategies for an Uncertain World,S. Jaishankar,Politics,0,
Anger Management: The Troubled Diplomatic Relationship between India and Pakistan,Ajay Bisaria,Politics,0,
The Art of War,Sun Tzu,Politics,0,
WHY BHARAT MATTERS,S. JAISHANKAR,Politics,0,
